,predicted,measured,prob_predicted,co2,temperature,time
33,0,0,0.00010549,414.4795897,22.09107318,3/30/2021 1:51
34,0,0,0.00031884,414.508429,22.08563939,3/30/2021 1:54
35,0,0,0.001140348,414.5791113,22.08176954,3/30/2021 1:57
36,0,0,0.000853986,414.3457046,22.07707664,3/30/2021 2:00
37,0,0,0.000335934,413.9318685,22.0730914,3/30/2021 2:03
38,0,0,6.55E-05,413.6132192,22.07041531,3/30/2021 2:06
39,0,0,2.27E-05,413.3918917,22.06778074,3/30/2021 2:09
40,0,0,2.35E-05,412.9777535,22.06592425,3/30/2021 2:12
41,0,0,2.96E-05,412.6863906,22.06466019,3/30/2021 2:15
42,0,0,2.05E-05,412.3796668,22.06286214,3/30/2021 2:18
43,0,0,2.02E-05,411.9159097,22.0603503,3/30/2021 2:21
44,0,0,1.83E-05,411.5647435,22.0588735,3/30/2021 2:24
45,0,0,1.24E-05,411.2510517,22.05628405,3/30/2021 2:27
46,0,0,1.37E-05,410.7444651,22.054323,3/30/2021 2:30
47,0,0,1.49E-05,410.020325,22.05279425,3/30/2021 2:33
48,0,0,4.22E-06,409.4302174,22.05054493,3/30/2021 2:36
49,0,0,1.68E-06,409.0651315,22.0503501,3/30/2021 2:39
50,0,0,2.28E-06,408.8005587,22.05219028,3/30/2021 2:42
51,0,0,7.99E-06,408.7820419,22.05224949,3/30/2021 2:45
52,0,0,2.91E-05,408.7017292,22.05253365,3/30/2021 2:48
53,0,0,7.74E-05,408.9635895,22.05307118,3/30/2021 2:51
54,0,0,0.000197131,409.0798087,22.05191582,3/30/2021 2:54
55,0,0,0.000483419,409.5320087,22.05095204,3/30/2021 2:57
56,0,0,0.000985961,409.9814096,22.04908347,3/30/2021 3:00
57,0,0,0.002707384,410.0939515,22.04712324,3/30/2021 3:03
58,0,0,0.002195421,409.9528886,22.04687534,3/30/2021 3:06
59,0,0,0.000430482,410.1501145,22.04531497,3/30/2021 3:09
60,0,0,0.00023092,410.6523519,22.0422861,3/30/2021 3:12
61,0,0,0.000961041,411.2138244,22.04048584,3/30/2021 3:15
62,0,0,0.005252201,411.6366794,22.03773416,3/30/2021 3:18
63,0,0,0.007180899,411.4282023,22.0377559,3/30/2021 3:21
64,0,0,0.001717751,411.1315455,22.03855322,3/30/2021 3:24
65,0,0,0.000113522,410.7190432,22.03820587,3/30/2021 3:27
66,0,0,2.48E-05,410.5004452,22.03867911,3/30/2021 3:30
67,0,0,1.88E-05,410.4168918,22.03702026,3/30/2021 3:33
68,0,0,3.88E-05,410.4090275,22.03606343,3/30/2021 3:36
69,0,0,0.000111146,410.340066,22.03571295,3/30/2021 3:39
70,0,0,0.000167396,410.6121111,22.03593377,3/30/2021 3:42
71,0,0,0.000309481,411.0183673,22.03674796,3/30/2021 3:45
72,0,0,0.001316567,411.1874603,22.03823694,3/30/2021 3:48
73,0,0,0.002284128,411.1162992,22.03854962,3/30/2021 3:51
74,0,0,0.000731334,410.8347681,22.03771726,3/30/2021 3:54
75,0,0,0.000133262,410.3127139,22.03565663,3/30/2021 3:57
76,0,0,2.29E-05,409.8279309,22.03516166,3/30/2021 4:00
77,0,0,7.17E-06,409.8149411,22.03518286,3/30/2021 4:03
78,0,0,1.12E-05,410.2634454,22.03372234,3/30/2021 4:06
79,0,0,0.000202724,410.9822943,22.03063406,3/30/2021 4:09
80,0,0,0.00393026,411.5343726,22.02760918,3/30/2021 4:12
81,0,0,0.012149287,411.7848881,22.02434522,3/30/2021 4:15
82,0,0,0.006300587,411.9678925,22.02251578,3/30/2021 4:18
83,0,0,0.002129654,411.910686,22.02093792,3/30/2021 4:21
84,0,0,0.000682542,411.7705482,22.01945385,3/30/2021 4:24
85,0,0,0.000202517,411.7244653,22.01891517,3/30/2021 4:27
86,0,0,0.000126,411.6428288,22.019268,3/30/2021 4:30
87,0,0,0.000143201,411.4264752,22.02054763,3/30/2021 4:33
88,0,0,0.000109996,410.9497692,22.01888203,3/30/2021 4:36
89,0,0,3.33E-05,410.29304,22.01810463,3/30/2021 4:39
90,0,0,6.71E-06,409.7036149,22.01813769,3/30/2021 4:42
91,0,0,2.40E-06,409.3235512,22.01798452,3/30/2021 4:45
92,0,0,2.67E-06,408.9948427,22.0176298,3/30/2021 4:48
93,0,0,6.92E-06,408.9356185,22.01703807,3/30/2021 4:51
94,0,0,2.12E-05,408.769956,22.01715014,3/30/2021 4:54
95,0,0,5.05E-05,408.7582892,22.01697722,3/30/2021 4:57
96,0,0,7.60E-05,408.6624514,22.01650203,3/30/2021 5:00
97,0,0,9.27E-05,408.7758586,22.01567704,3/30/2021 5:03
98,0,0,0.000137996,409.2018517,22.01341975,3/30/2021 5:06
99,0,0,0.000475379,409.76903,22.01050444,3/30/2021 5:09
100,0,0,0.002752361,410.1681113,22.00763958,3/30/2021 5:12
101,0,0,0.005035177,410.3670037,22.00653867,3/30/2021 5:15
102,0,0,0.002600772,410.4375965,22.00509163,3/30/2021 5:18
103,0,0,0.000911873,410.520949,22.00315375,3/30/2021 5:21
104,0,0,0.000469634,410.6523963,22.00053124,3/30/2021 5:24
105,0,0,0.00048461,410.9770833,21.99896186,3/30/2021 5:27
106,0,0,0.000885775,411.4394786,21.99628867,3/30/2021 5:30
107,0,0,0.002598457,412.0688218,21.99424434,3/30/2021 5:33
108,0,0,0.006760207,412.5530472,21.99362445,3/30/2021 5:36
109,0,0,0.010195341,412.7825773,21.993367,3/30/2021 5:39
110,0,0,0.00516986,412.8183651,21.99444625,3/30/2021 5:42
111,0,0,0.001445338,412.6109894,21.99597012,3/30/2021 5:45
112,0,0,0.000290347,412.1957127,21.99609101,3/30/2021 5:48
113,0,0,4.89E-05,411.4560072,21.994821,3/30/2021 5:51
114,0,0,6.76E-06,411.0249025,21.99203309,3/30/2021 5:54
115,0,0,2.74E-06,411.082288,21.99044849,3/30/2021 5:57
116,0,0,1.26E-05,411.2169023,21.98890874,3/30/2021 6:00
117,0,0,0.000191169,411.6102068,21.98725986,3/30/2021 6:03
118,0,0,0.001078196,411.986532,21.98633696,3/30/2021 6:06
119,0,0,0.003097781,412.4625104,21.98504776,3/30/2021 6:09
120,0,0,0.004991787,412.7047398,21.98326334,3/30/2021 6:12
121,0,0,0.004148105,412.9174433,21.98080526,3/30/2021 6:15
122,0,0,0.00210361,413.086891,21.98042769,3/30/2021 6:18
123,0,0,0.001346276,413.2130279,21.9820929,3/30/2021 6:21
124,0,0,0.001013026,413.1154675,21.9829674,3/30/2021 6:24
125,0,0,0.000499964,413.0254539,21.98413864,3/30/2021 6:27
126,0,0,0.000198597,412.6979857,21.98572374,3/30/2021 6:30
127,0,0,8.18E-05,412.334316,21.98788121,3/30/2021 6:33
128,0,0,2.97E-05,412.186078,21.98982681,3/30/2021 6:36
129,0,0,2.43E-05,411.9724478,21.98975509,3/30/2021 6:39
130,0,0,4.65E-05,411.5790623,21.98965887,3/30/2021 6:42
131,0,0,3.76E-05,411.2905831,21.98752855,3/30/2021 6:45
132,0,0,2.23E-05,411.2341621,21.98815108,3/30/2021 6:48
133,0,0,3.47E-05,411.5361574,21.98958871,3/30/2021 6:51
134,0,0,0.000237313,411.7387684,21.99398522,3/30/2021 6:54
135,0,0,0.001184231,411.7722563,21.99678025,3/30/2021 6:57
136,0,0,0.000953945,411.8619698,22.0012533,3/30/2021 7:00
137,0,0,0.000497364,412.0508803,22.00685169,3/30/2021 7:03
138,0,0,0.000600217,412.3608788,22.01213524,3/30/2021 7:06
139,0,0,0.001259958,412.6019652,22.01563232,3/30/2021 7:09
140,0,0,0.002058074,412.833248,22.01969263,3/30/2021 7:12
141,0,0,0.001814571,413.0828557,22.02472221,3/30/2021 7:15
142,0,0,0.001819688,413.237749,22.030224,3/30/2021 7:18
143,0,0,0.001501983,413.1994172,22.0337482,3/30/2021 7:21
144,0,0,0.000712798,413.2330271,22.03564721,3/30/2021 7:24
145,0,0,0.000350224,413.3179397,22.03611095,3/30/2021 7:27
146,0,0,0.000382133,413.3816463,22.03518578,3/30/2021 7:30
147,0,0,0.000522708,413.6645175,22.03477919,3/30/2021 7:33
148,0,0,0.000838734,413.9048404,22.03485052,3/30/2021 7:36
149,0,0,0.001759323,414.2066474,22.0334069,3/30/2021 7:39
150,0,0,0.002462571,414.6811191,22.03030397,3/30/2021 7:42
151,0,0,0.004050189,415.6777027,22.02923144,3/30/2021 7:45
152,0,0,0.01428341,417.0660566,22.02808205,3/30/2021 7:48
153,0,0,0.048884455,418.9650162,22.02674086,3/30/2021 7:51
154,0,0,0.10314244,421.9204774,22.02907376,3/30/2021 7:54
155,0,0,0.337286979,426.2129863,22.03231404,3/30/2021 7:57
156,1,0,0.781053901,432.0377939,22.03578572,3/30/2021 8:00
157,1,0,0.894347429,439.6743809,22.04183597,3/30/2021 8:03
158,1,1,0.938534677,450.1604059,22.05306982,3/30/2021 8:06
159,1,1,0.99797219,463.3954715,22.07061066,3/30/2021 8:09
160,1,1,0.998828113,477.9530843,22.09221255,3/30/2021 8:12
161,1,1,0.993275881,491.8140056,22.11803571,3/30/2021 8:15
162,1,1,0.992905378,504.6673273,22.14966243,3/30/2021 8:18
163,1,1,0.994540393,516.7873819,22.1862554,3/30/2021 8:21
164,1,1,0.995789111,526.8641745,22.2274739,3/30/2021 8:24
165,1,1,0.996524036,533.1403847,22.2724398,3/30/2021 8:27
166,1,1,0.995981932,535.3436333,22.31064968,3/30/2021 8:30
167,1,0,0.993806362,533.9372453,22.33392452,3/30/2021 8:33
168,0,0,0.000154881,528.9005818,22.34359182,3/30/2021 8:36
169,0,0,5.68E-05,520.4319764,22.3446183,3/30/2021 8:39
170,0,0,0.000155168,509.9535687,22.34010661,3/30/2021 8:42
171,0,0,1.18E-14,498.9865179,22.33260557,3/30/2021 8:45
172,0,0,1.56E-19,488.3411189,22.3243651,3/30/2021 8:48
173,0,0,2.50E-23,478.1028317,22.31556114,3/30/2021 8:51
174,0,0,1.85E-26,468.6828277,22.30531329,3/30/2021 8:54
175,0,0,2.17E-29,460.2901065,22.29259676,3/30/2021 8:57
176,0,0,5.02E-32,453.024396,22.28013992,3/30/2021 9:00
177,0,0,2.86E-33,447.172125,22.26569707,3/30/2021 9:03
178,0,0,1.15E-32,442.3610666,22.25082392,3/30/2021 9:06
179,0,0,1.88E-29,438.5471148,22.23803317,3/30/2021 9:09
180,0,0,9.56E-25,435.5148745,22.22604573,3/30/2021 9:12
181,0,0,2.39E-19,433.1651216,22.21566286,3/30/2021 9:15
182,0,0,5.33E-14,431.3078809,22.20684629,3/30/2021 9:18
183,0,0,2.49E-10,429.7434283,22.19871434,3/30/2021 9:21
184,0,0,2.54E-08,428.5653185,22.19345382,3/30/2021 9:24
185,0,0,3.96E-07,427.6687406,22.18853868,3/30/2021 9:27
186,0,0,4.96E-06,427.1330367,22.18347742,3/30/2021 9:30
187,0,0,6.39E-05,426.8026365,22.17776389,3/30/2021 9:33
188,0,0,0.000616228,426.6244999,22.16982676,3/30/2021 9:36
189,0,0,0.002875814,426.1058133,22.1588723,3/30/2021 9:39
190,0,0,0.003676405,425.4567081,22.14980507,3/30/2021 9:42
191,0,0,0.001054871,425.2102737,22.13971835,3/30/2021 9:45
192,0,0,0.000593322,425.0798666,22.13160347,3/30/2021 9:48
193,0,0,0.002147726,424.9524462,22.12264893,3/30/2021 9:51
194,0,0,0.005258866,424.4822704,22.11595928,3/30/2021 9:54
195,0,0,0.003545936,423.6003216,22.11086556,3/30/2021 9:57
196,0,0,0.0004131,422.871405,22.1048584,3/30/2021 10:00
197,0,0,5.34E-05,422.328629,22.09933708,3/30/2021 10:03
198,0,0,3.52E-05,421.9417158,22.09374947,3/30/2021 10:06
199,0,0,0.000117285,421.6939742,22.0905368,3/30/2021 10:09
200,0,0,0.000363324,421.49963,22.08937781,3/30/2021 10:12
201,0,0,0.000828358,421.5012488,22.08815661,3/30/2021 10:15
202,0,0,0.001747807,421.2829924,22.08675106,3/30/2021 10:18
203,0,0,0.002475104,420.9630353,22.08502062,3/30/2021 10:21
204,0,0,0.001213543,420.9043818,22.08479225,3/30/2021 10:24
205,0,0,0.000876871,421.0071664,22.0860431,3/30/2021 10:27
206,0,0,0.002380377,420.9396677,22.08589825,3/30/2021 10:30
207,0,0,0.004334629,420.8051357,22.08734324,3/30/2021 10:33
208,0,0,0.002808258,420.8231174,22.08852254,3/30/2021 10:36
209,0,0,0.002338337,420.4344107,22.0895541,3/30/2021 10:39
210,0,0,0.001633256,419.7681451,22.09054108,3/30/2021 10:42
211,0,0,0.000223581,418.9586941,22.09058215,3/30/2021 10:45
212,0,0,2.28E-05,417.9721124,22.09068145,3/30/2021 10:48
213,0,0,3.61E-06,416.814742,22.08784889,3/30/2021 10:51
214,0,0,6.18E-07,415.6418458,22.08380122,3/30/2021 10:54
215,0,0,1.40E-07,414.4371342,22.08113366,3/30/2021 10:57
216,0,0,5.82E-08,413.507136,22.08057948,3/30/2021 11:00
217,0,0,4.35E-08,413.0088514,22.07908324,3/30/2021 11:03
218,0,0,1.93E-07,412.733452,22.07849533,3/30/2021 11:06
219,0,0,3.05E-06,412.8233977,22.07675695,3/30/2021 11:09
220,0,0,4.33E-05,413.0666832,22.07069427,3/30/2021 11:12
221,0,0,0.00041491,413.3906371,22.06570102,3/30/2021 11:15
222,0,0,0.001743985,413.9166546,22.06127786,3/30/2021 11:18
223,0,0,0.004178012,414.4373377,22.05798249,3/30/2021 11:21
224,0,0,0.008317649,414.6777544,22.05548538,3/30/2021 11:24
225,0,0,0.006260631,414.8729467,22.0555368,3/30/2021 11:27
226,0,0,0.00288354,414.8734336,22.05614189,3/30/2021 11:30
227,0,0,0.001264829,414.8282638,22.05536118,3/30/2021 11:33
228,0,0,0.000540373,414.6579204,22.05411659,3/30/2021 11:36
229,0,0,0.000252861,414.3133691,22.05228366,3/30/2021 11:39
230,0,0,9.09E-05,414.1711547,22.04967909,3/30/2021 11:42
231,0,0,5.17E-05,414.1860557,22.04604243,3/30/2021 11:45
232,0,0,0.000114292,414.2895624,22.04401001,3/30/2021 11:48
233,0,0,0.000381906,414.0920252,22.04437859,3/30/2021 11:51
234,0,0,0.000374311,413.7756906,22.04818504,3/30/2021 11:54
235,0,0,9.35E-05,413.681925,22.04780999,3/30/2021 11:57
236,0,0,5.23E-05,414.168352,22.04521593,3/30/2021 12:00
237,0,0,0.000370401,414.7476141,22.04214347,3/30/2021 12:03
238,0,0,0.004893002,415.2866377,22.03828536,3/30/2021 12:06
239,0,0,0.012983164,415.663325,22.03325578,3/30/2021 12:09
240,0,0,0.010092506,415.9183449,22.02855178,3/30/2021 12:12
241,0,0,0.0056975,416.2511992,22.02570296,3/30/2021 12:15
242,0,0,0.004761333,416.8251734,22.02342443,3/30/2021 12:18
243,0,0,0.007880217,417.173665,22.02048835,3/30/2021 12:21
244,0,0,0.012229783,417.9135231,22.0176011,3/30/2021 12:24
245,0,0,0.017398125,418.5167335,22.01347396,3/30/2021 12:27
246,0,0,0.028088909,419.3906173,22.00969421,3/30/2021 12:30
247,0,0,0.038438194,420.0985627,22.00488389,3/30/2021 12:33
248,0,0,0.046557941,420.8043645,22.00156195,3/30/2021 12:36
249,0,0,0.046531089,421.0746027,22.00039621,3/30/2021 12:39
250,0,0,0.033842411,421.3903011,22.0002701,3/30/2021 12:42
251,0,0,0.02038593,421.5160297,22.00117099,3/30/2021 12:45
252,0,0,0.014063812,421.4803612,22.00318898,3/30/2021 12:48
253,0,0,0.007722961,421.3107289,22.00652587,3/30/2021 12:51
254,0,0,0.003504816,421.3851695,22.00851534,3/30/2021 12:54
255,0,0,0.002882257,422.056127,22.00835635,3/30/2021 12:57
256,0,0,0.010712156,422.9836972,22.010033,3/30/2021 13:00
257,0,0,0.044577621,424.0136371,22.01171295,3/30/2021 13:03
258,0,0,0.080210596,425.0289407,22.01356419,3/30/2021 13:06
259,0,0,0.098742418,425.8001384,22.01577185,3/30/2021 13:09
260,0,0,0.093355402,426.08735,22.01755669,3/30/2021 13:12
261,0,0,0.066786103,426.4402965,22.0200972,3/30/2021 13:15
262,0,0,0.044254292,426.7472727,22.02264743,3/30/2021 13:18
263,0,0,0.041422714,426.8089762,22.02546241,3/30/2021 13:21
264,0,0,0.033568896,426.8825773,22.02782363,3/30/2021 13:24
265,0,0,0.02417865,426.8434361,22.02796721,3/30/2021 13:27
266,0,0,0.019111982,426.3426386,22.02790751,3/30/2021 13:30
267,0,0,0.00792349,425.6861049,22.02563856,3/30/2021 13:33
268,0,0,0.00139337,425.1041817,22.02393346,3/30/2021 13:36
269,0,0,0.00039528,424.7766766,22.02162171,3/30/2021 13:39
270,0,0,0.000422805,424.7208393,22.02047214,3/30/2021 13:42
271,0,0,0.001816511,424.5950858,22.01836978,3/30/2021 13:45
272,0,0,0.005198938,424.540841,22.01610439,3/30/2021 13:48
273,0,0,0.006630105,424.6166802,22.01444945,3/30/2021 13:51
274,0,0,0.008447975,424.9851875,22.01223944,3/30/2021 13:54
275,0,0,0.017877301,425.5572135,22.00925339,3/30/2021 13:57
276,0,0,0.037558943,426.4689608,22.00519267,3/30/2021 14:00
277,0,1,0.065832324,428.1496042,22.00265122,3/30/2021 14:03
278,1,1,0.99513936,430.9632081,22.00137489,3/30/2021 14:06
279,1,1,0.997692823,434.7171327,22.00123605,3/30/2021 14:09
280,1,1,0.972186208,439.3237707,22.00222081,3/30/2021 14:12
281,1,1,0.950237155,444.8447857,22.00242766,3/30/2021 14:15
282,1,1,0.964559734,450.3552792,22.00787727,3/30/2021 14:18
283,1,1,0.972374558,455.4453007,22.01811461,3/30/2021 14:21
284,1,1,0.973663747,460.0378523,22.02916341,3/30/2021 14:24
285,1,1,0.97393328,464.5861891,22.04112855,3/30/2021 14:27
286,1,1,0.975947559,469.6401448,22.05520654,3/30/2021 14:30
287,1,1,0.979436934,476.0891149,22.07180519,3/30/2021 14:33
288,1,1,0.984096885,483.0309966,22.08658435,3/30/2021 14:36
289,1,1,0.988476992,489.1679779,22.10302196,3/30/2021 14:39
290,1,1,0.988958001,494.089757,22.11976175,3/30/2021 14:42
291,1,1,0.987799406,497.6895118,22.13847773,3/30/2021 14:45
292,1,1,0.985744178,499.0442178,22.16104147,3/30/2021 14:48
293,1,1,0.979184628,499.5763456,22.18570937,3/30/2021 14:51
294,1,1,0.969368398,499.3821079,22.2079482,3/30/2021 14:54
295,1,1,0.959697664,499.0600811,22.22698185,3/30/2021 14:57
296,1,1,0.953025758,497.7500623,22.24271368,3/30/2021 15:00
297,1,0,0.942557573,494.9020498,22.25871688,3/30/2021 15:03
298,0,0,0.000119164,489.9122423,22.27659177,3/30/2021 15:06
299,0,0,6.92E-05,483.4896589,22.29212584,3/30/2021 15:09
300,0,0,2.72E-05,476.5100415,22.30287249,3/30/2021 15:12
301,0,0,5.56E-22,469.5304282,22.31090639,3/30/2021 15:15
302,0,0,1.44E-25,462.7578578,22.31603093,3/30/2021 15:18
303,0,0,4.16E-28,456.6060731,22.31875856,3/30/2021 15:21
304,0,0,2.07E-29,451.4518957,22.31736205,3/30/2021 15:24
305,0,0,1.28E-29,447.2719079,22.31470174,3/30/2021 15:27
306,0,0,2.35E-27,443.9241109,22.31251161,3/30/2021 15:30
307,0,0,3.17E-23,440.837725,22.31157264,3/30/2021 15:33
308,0,0,8.94E-19,438.3891116,22.30579093,3/30/2021 15:36
309,0,0,4.32E-15,436.3144093,22.29958831,3/30/2021 15:39
310,0,0,1.26E-11,434.741148,22.29334453,3/30/2021 15:42
311,0,0,1.05E-08,433.4940015,22.2854352,3/30/2021 15:45
312,0,0,8.78E-07,432.2562551,22.27906938,3/30/2021 15:48
313,0,0,1.19E-05,431.0981343,22.27161051,3/30/2021 15:51
314,0,0,2.54E-05,429.7708269,22.26531269,3/30/2021 15:54
315,0,0,1.79E-05,428.3866021,22.25854613,3/30/2021 15:57
316,0,0,5.84E-06,427.3400376,22.25363419,3/30/2021 16:00
317,0,0,2.81E-06,426.4134768,22.25008567,3/30/2021 16:03
318,0,0,7.99E-06,425.6382638,22.24754571,3/30/2021 16:06
319,0,0,3.10E-05,424.9488771,22.24676033,3/30/2021 16:09
320,0,0,6.70E-05,424.7003781,22.24465098,3/30/2021 16:12
321,0,0,0.000242927,424.7879169,22.24100672,3/30/2021 16:15
322,0,0,0.00250246,424.9962474,22.23546314,3/30/2021 16:18
323,0,0,0.012896717,424.9202026,22.22946588,3/30/2021 16:21
324,0,0,0.016942801,424.8191781,22.2204152,3/30/2021 16:24
325,0,0,0.009679143,424.7720714,22.21040604,3/30/2021 16:27
326,0,0,0.007355953,424.8801718,22.20143749,3/30/2021 16:30
327,0,0,0.009838167,424.7562894,22.19361268,3/30/2021 16:33
328,0,0,0.011392483,424.278036,22.18614914,3/30/2021 16:36
329,0,0,0.004204208,423.6755862,22.18330052,3/30/2021 16:39
330,0,0,0.000719965,423.090695,22.18178195,3/30/2021 16:42
331,0,0,0.00022477,422.9358732,22.18244157,3/30/2021 16:45
332,0,0,0.000296435,423.0696388,22.18234535,3/30/2021 16:48
333,0,0,0.002399777,423.0993683,22.18348367,3/30/2021 16:51
334,0,0,0.008292292,422.8650346,22.18397035,3/30/2021 16:54
335,0,0,0.005865111,422.2892044,22.18585406,3/30/2021 16:57
336,0,0,0.001213363,421.4452946,22.18332319,3/30/2021 17:00
337,0,0,0.00010893,420.7759143,22.18012463,3/30/2021 17:03
338,0,0,2.19E-05,420.1861255,22.17493853,3/30/2021 17:06
339,0,0,1.79E-05,419.8769491,22.17324629,3/30/2021 17:09
340,0,0,5.28E-05,419.5934677,22.17287867,3/30/2021 17:12
341,0,0,0.000178037,419.1743331,22.17079892,3/30/2021 17:15
342,0,0,0.000262471,419.0546317,22.16679907,3/30/2021 17:18
343,0,0,0.000234649,419.0763936,22.16347912,3/30/2021 17:21
344,0,0,0.000709213,419.3457948,22.15950708,3/30/2021 17:24
345,0,0,0.00302826,419.4887754,22.15548576,3/30/2021 17:27
346,0,0,0.006316058,419.4416336,22.153013,3/30/2021 17:30
347,0,0,0.00444385,419.2096552,22.15184155,3/30/2021 17:33
348,0,0,0.001542718,418.9986423,22.14985426,3/30/2021 17:36
349,0,0,0.000640378,418.7354937,22.14685239,3/30/2021 17:39
350,0,0,0.000428383,418.4738943,22.14253575,3/30/2021 17:42
351,0,0,0.000332843,418.2006845,22.1384727,3/30/2021 17:45
352,0,0,0.000267306,418.0255431,22.13525691,3/30/2021 17:48
353,0,0,0.000258855,417.9719559,22.13156681,3/30/2021 17:51
354,0,0,0.000431206,417.9675644,22.1290334,3/30/2021 17:54
355,0,0,0.000873338,417.7599293,22.12740332,3/30/2021 17:57
356,0,0,0.000851611,417.3042872,22.12451358,3/30/2021 18:00
357,0,0,0.000231535,416.9410738,22.12107519,3/30/2021 18:03
358,0,0,7.11E-05,416.8959677,22.11974432,3/30/2021 18:06
359,0,0,9.46E-05,416.9134585,22.12038789,3/30/2021 18:09
360,0,0,0.0004436,417.019295,22.12107025,3/30/2021 18:12
361,0,0,0.001181293,417.4750611,22.12185963,3/30/2021 18:15
362,0,0,0.003391723,418.4303333,22.12283497,3/30/2021 18:18
363,0,0,0.018102713,419.4676388,22.12309381,3/30/2021 18:21
364,0,0,0.051146064,420.0967082,22.12266203,3/30/2021 18:24
365,0,0,0.05555721,420.2924484,22.12149645,3/30/2021 18:27
366,0,0,0.030375961,420.4004334,22.11948051,3/30/2021 18:30
367,0,0,0.010750406,420.1814618,22.11641263,3/30/2021 18:33
368,0,0,0.003688883,420.1016364,22.11498601,3/30/2021 18:36
369,0,0,0.001548456,419.9629746,22.115058,3/30/2021 18:39
370,0,0,0.001268653,419.9146102,22.11663578,3/30/2021 18:42
371,0,0,0.001493297,419.9347069,22.12087714,3/30/2021 18:45
372,0,0,0.002026609,419.6092743,22.12320621,3/30/2021 18:48
373,0,0,0.001504984,419.2007691,22.1258559,3/30/2021 18:51
374,0,0,0.000374297,418.7673408,22.12809119,3/30/2021 18:54
375,0,0,0.000133451,418.1766466,22.12713559,3/30/2021 18:57
376,0,0,5.99E-05,417.778617,22.12689356,3/30/2021 19:00
377,0,0,3.30E-05,417.3564492,22.12634087,3/30/2021 19:03
378,0,0,3.84E-05,416.8559263,22.12442228,3/30/2021 19:06
379,0,0,4.30E-05,416.289996,22.12194591,3/30/2021 19:09
380,0,0,2.10E-05,415.7170653,22.12166414,3/30/2021 19:12
381,0,0,1.08E-05,415.5038411,22.12154878,3/30/2021 19:15
382,0,0,1.27E-05,415.6760011,22.1205883,3/30/2021 19:18
383,0,0,0.000124683,415.9167611,22.11968664,3/30/2021 19:21
384,0,0,0.001244986,416.3141973,22.11775365,3/30/2021 19:24
385,0,0,0.004073605,417.0250532,22.11759603,3/30/2021 19:27
386,0,0,0.010978495,417.5564144,22.11719801,3/30/2021 19:30
387,0,0,0.022174602,417.5704171,22.11651979,3/30/2021 19:33
388,0,0,0.010392306,417.4844615,22.11549355,3/30/2021 19:36
389,0,0,0.00209962,417.520952,22.11401667,3/30/2021 19:39
390,0,0,0.000981746,418.0225377,22.11394145,3/30/2021 19:42
391,0,0,0.002995005,418.4523772,22.11526038,3/30/2021 19:45
392,0,0,0.011968786,418.8034544,22.11810534,3/30/2021 19:48
393,0,0,0.01462867,419.0448771,22.11876084,3/30/2021 19:51
394,0,0,0.010822634,419.0427875,22.11829242,3/30/2021 19:54
395,0,0,0.005720371,419.0279766,22.11665324,3/30/2021 19:57
